instituicao, programa, autor, titulo, ano, link
universidade federal do rio grande do sul; administração; fabrício sobrosa affeldt; desenvolvimento e aplicação de um modelo construtivista para o ensino de administração; 2011-06-01;
universidade católica de pernambuco; ciências da religião; maria lea amorim torres; a metodologia do professor do ensino religioso e sua contribuição na formação integral do aluno no fundamental ii; 2015-03-12; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2384242
universidade federal de minas gerais; ciências da saúde; maria betania parizzi fonseca; o desenvolvimento da percepção do tempo em crianças de dois a seis anos: um estudo a partir do canto espontâneo; 2009-04-01;
universidade federal dos vales do jequitinhonha e mucuri; ciências humanas; douglas geraldo costa; tecnologias digitais da informação e da comunicação aplicadas à educação: análise pedagógica de jogos digitais; 2016-02-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=4519564
universidade de santo amaro; ciências humanas; elizabeth ramos de oliveira takeda; infância e educação: construção e representação imagética; 2016-06-22; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=4625101
universidade estadual de campinas; ciências médicas; sônia das dores rodrigues; repercussão do acidente vascular cerebral na aprendizagem   da criança.; 2008-06-01;
universidade estadual do norte fluminense darcy ribeiro; ciências naturais; veronica aparecida pereira boechat; simulações físicas interativas phet o ensino fundamental.; 2012-03-01;
universidade estadual do norte fluminense darcy ribeiro; cognição e linguagem; carolina fragoso goncalves; adestrar para a autonomia:  a crítica wittgensteiniana ao construtivismo; 2013-03-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=201963
universidade estadual do norte fluminense darcy ribeiro; cognição e linguagem; isabel riscado fernandes; a tecnologia e o desenvolvimento cognitivo da criança: expressões de comportamento; 2016-05-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=4202196
universidade federal de goiás; comunicação; katia balduino de souza; a mídia e o impacto dos personagens infantis: as crianças na ordem do consumo e da violência; 2014-04-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1876875
universidade federal de juiz de fora; comunicação; joana magalhães franco; sobre interface e interação: projeto para a construção do conhecimento com o website da facom-ufjf; 2010-03-01;
universidade de sorocaba; comunicação e cultura; suzana martellini pivetta; a comunicação humana: uma análise a partir da teoria evolucionista de charles darwin.; 2010-08-01;
universidade federal do rio grande do sul; comunicação e informação; aline de campos; conflitos na colaboração: um estudo das tensões em processos de escrita coletiva na web 2.0; 2009-05-01;
pontifícia universidade católica de são paulo; comunicação e semiótica; luciano marra; diferença persuasiva entre imagem e texto; 2011-11-01;
pontifícia universidade católica de são paulo; comunicação e semiótica; caio roberto balieiro e silva; microespaço: comunicação e produção de conhecimento no ciberespaço; 2011-10-01;
pontifícia universidade católica de são paulo; comunicação e semiótica; vania d`angelo dohme; comunicação & encantamento: as histórias de fadas como mídia entre a realidade do mundo adulto e a realidade fantástica da criança; 2008-05-01;
pontifícia universidade católica de minas gerais; comunicação social: interações midiáticas; ana carolina de lima pinto; criança, consumo e publicidade: análise dos anúncios veiculados pelo canal discovery kids brasil; 2015-02-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2414264
universidade de são paulo; controladoria e contabilidade; zosia angelica de sant ana; econofísica: uma proposta de atividade de física para (o)usar no ensino do conceito de juros; 2011-11-01;
universidade federal do rio grande; computação; yunevda ekaterina leon rojas; trocas sociais em sistemas multiagentes: transferência de confiança com base na reputação e na relação de dependência; 2015-03-13; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2257508
universidade federal do rio grande; computação; andressa garcia von laer; autorregulação de processos de trocas sociais em sma: um modelo de sociedade de agentes bdi evolucion´arios e culturais no contexto do jacamo; 2014-04-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1306825
universidade federal do rio grande; computação; renata gomes wotter; natyasastra: um jogo dramático de autorregulação de processos de trocas sociais baseado na teoria do drama; 2016-05-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3693796
universidade est.paulista júlio de mesquita filho/bauru; desenho industrial; roberta lucas scatolim; a comunicação de embalagens de produtos alimentícios para deficientes visuais.; 2008-04-01;
fundação universidade federal do piauí; desenvolvimento e meio ambiente; mara águida porfírio moura; epistemologia ambiental na formação da gestão ambiental; 2009-04-01;
fundacao visconde de cairu; desenvolvimento humano e responsabilidade social; maria eliete sousa ribeiro de oliveira; educação fundamental como instrumento para a cidadania.; 2012-12-01;
faculdade alves faria; desenvolvimento regional; milian daniane mendes ivo silva; educação infantil no contexto das políticas públicas federais aplicadas em são luís de montes belos: propostas e desafios-2005/2014.; 2015-03-31; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3452636
centro univers. das faculdades associadas de ensino fae; desenvolvimento sustentável e qualidade de vida; suelba cristina magalhaes oliveira; representação da natureza e educação ambiental na perspectiva do desenvolvimento.; 2013-09-12; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2313315
universidade do estado do rio de janeiro; design; fernanda mendes de vuono santos; avaliação da usabilidade de ícones de aplicativos de dispositivos móveis  utilizados como apoio educacional para crianças na idade pré-escolar; 2016-07-12; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3808590
universidade federal da bahia; difusão do conhecimento ifba - senai/cimatec - lncc - uneb - uefs; jurema lindote botelho peixoto; análise dos esquemas de surdos sinalizadores associados aos significados da divisão; 2015-10-19; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3343477
centro universitário fieo; direito; luciana ferreira lima; educar para humanizar: o papel das famílias para a formação em direitos humanos; 2013-09-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1260781
centro universitário fieo; direito; samantha khoury crepaldi; o direito fundamental de herança como afirmação da dignidade na reprodução artificial homóloga post mortem dissertação; 2014-11-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1643118
pontifícia universidade católica de são paulo; direito; roberta densa; proteção jurídica da criança e do adolescente consumidores de entretenimento: fundamento liberal; 2015-10-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2997732
universidade federal de minas gerais; direito; valeria cassia dellisola; paideia jurídica: uma reflexão sobre a educação em direitos humanos-fundamentais; 2014-02-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2142142
pontifícia universidade católica do paraná; direito; marilucia flenik da silva; a ação dos cidadãos na construção do estado democrático de direito: um diálogo com hannah arendt e jürgen habermas; 2012-03-01;
universidade est.paulista júlio de mesquita filho/bauru; docência para a educação básica; daniele pavan martins; a contação de histórias como recurso facilitador do desenvolvimento do juízo moral de crianças da educação infantil; 2016-02-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3551534
centro universitário ritter dos reis; design; cintia regina rodrigues goncalves; design e inclusão: proposta de diretrizes de acessibilidade para projeto de material didático de matemática  para deficientes visuais; 2014-07-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1142034
pontifícia universidade católica do rio de janeiro; design; leandro demenciano costa; o que os jogos de entretenimento têm que os jogos com fins pedagógicos não têm?; 2008-03-01;
universidade federal fluminense; diversidade e inclusão; marcia cristina troly da silva; catálogo de materiais didáticos acessíveis: recursos para o ensino inclusivo e a divulgação científica na escola; 2016-12-14; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=4474764
universidade federal do pará; docência em educação em ciências e matemáticas; silvia cristina da costa lobato; pesquisando a própria prática em um processo de construção de conhecimentos científicos com alunos dos anos iniciais do ensino fundamental ; 2016-06-20; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=4088213
universidade federal de viçosa; economia doméstica; olga maria de araújo soares; a representação de crianças e adolescentes sobre a inclusão escolar.; 2012-06-01;
universidade federal de viçosa; economia doméstica; márcia onísia da silva; representações de crianças e adolescentes sobre trabalho numa perspectiva piagetiana; 2009-10-01;
universidade federal de viçosa; economia doméstica; eliane cristina santos; a representação de crianças e adolescentes sobre os resíduos sólidos: um estudo a partir do método clínico; 2013-05-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1187733
universidade federal de viçosa; economia doméstica; izabela amaral de almeida; convivência familiar e comunitária: um estudo de caso sobre as representações de crianças e adolescentes dos abrigos de viçosa, mg; 2013-06-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1187832
universidade federal de viçosa; economia doméstica; adriana cristina firmino; a representação de família e acolhimento para os adolescentes institucionalizados: um estudo de caso da aldeia infantil sos; 2015-09-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3328589
universidade federal de viçosa; economia doméstica; luciana martiniano ferreira; concepção de crianças de 4 a 6 anos sobre o consumo de água: uma abordagem baseada no método clínico.; 2008-02-01;
universidade federal do rio grande do sul; educação; simone fátima halabura follador; do sabor de contar histórias ao saber sobre a história para o ouvinte: estudo sobre a contribuição da contação de histórias ao desenvolvimento do pensamento na criança; 2011-11-01;
universidade federal do rio grande do sul; educação; jonas tarcisio reis; a aprendizagem do acompanhamento harmônico no acordeom : o percurso de três crianças; 2012-02-01;
universidade federal do rio grande do sul; educação; fabiana fattore serres; curso de pedagogia a distância da universidade federal do rio grande do sul: concepção e prática do ensinar matemática; 2010-12-01;
universidade estadual de ponta grossa; educação; gláucia marise scortegagna; a organização da prática educativa em geometria: contribuições da teoria piagetiana.; 2008-05-01;
universidade federal do rio grande do sul; educação; aline lucas guterres; o processo de composição musical do adolescente : ações e operações cognitivas; 2012-02-01;
universidade federal do rio grande do sul; educação; mariangela pozza; o processo de construção do número em alunos com necessidades educacionais especiais na rede regular de ensino : a questão intelectual; 2013-02-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=118075
universidade de caxias do sul; educação; gisele rizzon; investigando jean piaget: a epistemologia genética e o apriorismo; 2009-12-01;
universidade federal da bahia; educação; iracema de jesus souza; níveis de desenvolvimento profissional docente: limites e possibilidades de uma leitura piagetiana; 2010-12-01;
universidade federal do rio grande do sul; educação; scheila thais ludke neitzel; brincadeira e aprendizagem: concepções docentes na educação infantil; 2012-08-01;
universidade federal do rio grande do sul; educação; joão alberto da silva; modelos de significação e pensamento lógico-matemático: um estudo sobre a influência dos conteúdos na construção da inteligência; 2009-01-01;
universidade federal do rio grande do sul; educação; carmen machemer de vasconcelos moniz; visualização espacial na perspectiva da epistemologia genética; 2013-02-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1095001
universidade federal do rio grande do sul; educação; mariana lima duro; análise combinatória e construção de possibilidades : o raciocínio formal no ensino médio; 2012-02-01;
universidade estadual de campinas; educação; letícia pires dias; a construção do conhecimento em crianças com dificuldades  em matemática, utilizando o jogo de regras mancala; 2009-12-01;
universidade est.paulista júlio de mesquita filho/marilia; educação; orlando mendes fogaça júnior; a formação da noção da força corporal na criança: contribuições para a educação física; 2009-02-01;
universidade federal do rio grande do sul; educação; luciano pereira luduvico; a física e a epistemologia genética: um estudo sobre a noção de conservação de energia nos alunos do ensino médio; 2011-09-01;
universidade federal do rio grande do sul; educação; simone velho; compreendendo os procedimentos da atividade tocar de ouvido2011-08-01;
universidade est.paulista júlio de mesquita filho/marilia; educação; ademar simões da motta junior; a noção de espaço na prática desportiva: um estudo de casos múltiplos com base na epistemologia genética com praticantes de futsal; 2011-02-01;
universidade de são paulo; educação; monique deheinzelin; móbiles da ação: da cor à experiência estética; 2013-09-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=841244
universidade federal do rio grande do sul; educação; brunna sordi stock; a argumentação na resolução de problemas de matemática: uma análise a partir da epistemologia genética; 2015-02-13; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2687307
universidade federal do rio grande do sul; educação; diandra dal sent machado; epistemologia genética e neurociências – construção do sujeito cognoscente; 2015-07-03; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2664181
universidade federal do rio grande do sul; educação; silvana corbellini; a cooperação intelectual entre os discentes na educação online: um método em ação; 2015-03-03; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2353506
universidade federal do rio grande do sul; educação; luciano pereira luduvico; noção de conservação de energia e ensino de física no ensino médio : um estudo de epistemologia genética; 2014-07-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1361368
universidade federal do rio grande do sul; educação; junior saccon frezza; construção de modelos e teorias físicas. da mecânica clássica de newton à mecânica relativística de einstein. um estudo de epistemologia genética; 2015-02-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2621791
universidade federal do rio grande do sul; educação; cristiane delagnesi zingano suardi; ações educativas em situação de abrigagem e desenvolvimento moral : a perspectiva dos cuidadores em núcleo de abrigos residenciais; 2012-06-01;
universidade federal do rio grande do sul; educação; fernando bittencourt freiesleben; construção de conhecimento na área tecnológica : estudo de casos múltiplos sobre a temática circuitos elétricos.; 2015-08-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2660496
universidade federal do rio grande do sul; educação; susana klajn; aprendizagem do adolescente: reconstituição do expoente 1 na forma invisível; 2011-04-01;
universidade federal do rio grande do sul; educação; flavia isaia pinheiro; epistemologia genética e produção de textos na escola: estudo da construção da coerência em narrativas escritas; 2012-12-01;
universidade federal do rio grande do sul; educação; ana maria marcon; das relações de aula às possibilidades de  desenvolvimento moral na educação física; 2015-04-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2655792
universidade federal do rio grande do sul; educação; susana schwartz zaslavsky; formação inicial de professores de história e a tomada de consciência das relações espaço-temporais; 2010-11-01;
universidade federal do rio grande do sul; educação; alessandra blando; dificuldades acadêmicas que interferem na aprendizagem de estudantes universitários – um estudo fundamentado na epistemologia genética; 2015-01-08; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2655658
pontifícia universidade católica de goiás; educação; krishley braz avila; metacognição e aprendizagem um estudo das perspectivas da epistemologia genética e da teoria histórico-cultural; 2012-03-01;
universidade est.paulista júlio de mesquita filho/marilia; educação; bruna assem sasso; pensamento, linguagem e língua escrita segundo a epistemologia genética: processos e construções análogos; 2016-03-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3553584
universidade federal do rio grande do sul; educação; maristela rates pierosan; classe social e sujeito histórico: aprendizagem de história no ensino fundamental; 2008-09-01;
universidade est.paulista júlio de mesquita filho/marilia; educação; taislene guimaraes; ntervenção pedagógica e noções sobre o meio ambiente: a construção do conhecimento social a luz da epistemologia genética; 2012-02-01;
universidade est.paulista júlio de mesquita filho/marilia; educação; amanda de mattos pereira mano; ideias de estudantes sobre a origem da terra e da vida e suas relações com o desenvolvimento cognitivo: um estudo psicogenético; 2013-02-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=97576
fundação universidade de passo fundo; educação; daiana michelle smaniotto; autonomia, autoridade e formação  moral em kant e piaget; 2015-08-14; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2656812
universidade federal do rio grande do sul; educação; flavia garcia rizzon; a memória na construção do conhecimento musical; 2009-03-01;
universidade federal do rio grande do sul; educação; bruna molozzi; o jogo do conhecimento no dia-a-dia da educação infantil; 2012-02-01;
universidade federal do rio grande do sul; educação; deisi bohm; formação a distância e ensino de matemática: um estudo com professoras dos anos iniciais do ensino fundamental; 2012-02-01;
universidade federal do rio grande do sul; educação; maria isabel torrico chávez; a noção de liberdade: a compreensão dos limites individuais e interindividuais na construção da autonomia.; 2009-03-01;
universidade federal do rio grande do sul; educação; junior saccon frezza; noções de referencial inercial: um estudo de epistemologia genética com alunos de física; 2011-02-01;
universidade federal do rio grande do sul; educação; danielle cenci; avaliação em matemática: concepções de professores da educação básica; 2013-03-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=110249
universidade federal do rio grande do sul; educação; jakeline alencar andrade; ética docente: um estudo sobre o juízo moral do professor; 2008-06-01;
universidade federal do rio grande do sul; educação; liseane silveira camargo; a noção de cooperação: análise da gênese do conceito; 2012-02-01;
universidade federal do rio grande do sul; educação; raquel schiavon raupp; docência e dificuldade de aprendizagem tomada de consciência da ação didático-pedagógica; 2008-10-01;
universidade federal do rio grande do sul; educação; gisele alt de oliveira; o nome próprio: um universo construído pela criança; 2011-02-01;
universidade federal do rio grande do sul; educação; graziela luciane dos santos souza; ação docente e educação moral do aluno : um estudo em epistemologia genética; 2012-02-01;
universidade federal do rio grande do sul; educação; denise severo; construção de conhecimento em um curso a distância a construção do tutor de sede; 2010-05-01;
universidade federal do rio grande do sul; educação; cristina cavalli bertolucci; noções de infinito matemático em adolescentes e adultos; 2009-03-01;
universidade federal do rio grande do sul; educação; cintia nunes; curiosidade e coordenações de ações: vetores da aprendizagem no ambiente escolar; 2011-02-01;
universidade federal do rio grande do sul; educação; andrea bonetti gallego; docência e moralidade: implicações na relação com o aluno adolescente; 2013-06-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=916902
universidade federal do rio grande do sul; educação; helen rodrigues cardoso; turismo pedagógico : processo de recontextualização de uma viagem rumo ao conhecimento; 2012-07-01;
universidade estadual de campinas; educação; karen hyelmager gongora bariccatti; as relações entre as estratégias de resolução de cálculos  mentais e escritos e os níveis de construção das operações  aritméticas; 2010-02-01;
universidade estadual de campinas; educação; simone cassiani; a psicopedagogia no contexto escolar: um estudo em grupos   de apoio.; 2009-06-01;
universidade federal do rio grande do sul; educação; ana luiza sander scarparo; noções de crianças e adolescentes sobre alimentação saudável : um estudo em epistemologia genética; 2012-06-01;
universidade estadual de campinas; educação; debora fabiane barizon; processos de construção da narração gráfica infantil; 2013-08-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=99582
universidade federal do rio grande do sul; educação; magda susel konrath; adolescentes em conflito com a lei remissão: ambiguidades e educação; 2013-06-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1095896
universidade estadual de ponta grossa; educação; bernadete machado serpe; educação, escola e instituições de contraturno social na cidade de ponta grossa: entrecruzamentos de valores e representações por diferentes vozes; 2015-03-24; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2398538
universidade federal do paraná; educação; renato luiz marini filho; sistema cognitivo complexo multiplexado: um estudo com a utilização de comunidades no site de rede social orkut; 2011-02-01;
